ticket_id,account_id,rep_id,opened_date,closed_date,priority,category,subject,description,resolution_notes,csat_score,resolution_hours,escalated,product_line
TKT-0002357,ACC-00489,REP-008,2024-09-12,2024-10-03,P3,Integration,Issue with Bug - ref 2357,API rate limits causing production failures during peak business hours.,Identified bottleneck in reporting query. Optimized with clustering key.,5,655,Y,Analytics Module
TKT-0002358,ACC-00087,REP-009,2024-12-02,2024-12-16,P3,Feature Request,Issue with Integration - ref 2358,Dashboard loading extremely slow after latest update. Users unable to access reports.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,2,N,Analytics Module
TKT-0002359,ACC-00313,REP-001,2024-06-19,2024-07-06,P4,Feature Request,Issue with Training - ref 2359,Requesting bulk user provisioning feature for enterprise onboarding.,Billing team confirmed rate discrepancy. Credit issued to account.,1,288,N,Platform License
TKT-0002360,ACC-00226,REP-015,2024-10-15,,P4,Performance,Issue with Access - ref 2360,Need help configuring row-level security for multi-tenant environment.,,,,N,Data Integration Suite
TKT-0002361,ACC-00337,REP-010,2024-11-08,2024-11-20,P1,Access,Issue with Billing - ref 2361,Requesting bulk user provisioning feature for enterprise onboarding.,Model retrained with updated feature set. Accuracy improved to 94%.,2,117,N,Platform License
TKT-0002362,ACC-00430,REP-011,2024-09-13,2024-09-30,P4,Integration,Issue with Access - ref 2362,Requesting bulk user provisioning feature for enterprise onboarding.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,5,133,N,Analytics Module
TKT-0002363,ACC-00087,REP-014,2024-05-05,2024-05-26,P1,Integration,Issue with Integration - ref 2363,API rate limits causing production failures during peak business hours.,Model retrained with updated feature set. Accuracy improved to 94%.,4,226,N,Analytics Module
TKT-0002364,ACC-00150,REP-017,2024-08-23,2024-09-06,P2,Bug,Issue with Training - ref 2364,Automated reports not sending to correct distribution list after migration.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,493,N,Security Package
TKT-0002365,ACC-00303,REP-007,2024-04-03,,P1,Performance,Issue with Bug - ref 2365,Machine learning model predictions diverging significantly from actuals.,,,,Y,Security Package
TKT-0002366,ACC-00151,REP-005,2024-10-03,2024-10-20,P4,Training,Issue with Performance - ref 2366,API rate limits causing production failures during peak business hours.,Identified bottleneck in reporting query. Optimized with clustering key.,3,154,N,Platform License
TKT-0002367,ACC-00121,REP-005,2025-04-22,2025-05-06,P4,Integration,Issue with Feature Request - ref 2367,Cannot connect Snowflake integration. Authentication keeps timing out.,Distribution list updated and tested. All reports sending correctly.,1,157,N,Platform License
TKT-0002368,ACC-00117,REP-016,2024-03-18,2024-04-16,P1,Bug,Issue with Integration - ref 2368,Need help configuring row-level security for multi-tenant environment.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,176,N,Platform License
TKT-0002369,ACC-00144,REP-015,2024-12-09,2025-01-07,P4,Access,Issue with Performance - ref 2369,Requesting bulk user provisioning feature for enterprise onboarding.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,566,N,Security Package
TKT-0002370,ACC-00104,REP-017,2024-06-09,,P1,Training,Issue with Training - ref 2370,Machine learning model predictions diverging significantly from actuals.,,,,Y,Security Package
TKT-0002371,ACC-00264,REP-003,2025-01-18,2025-01-25,P3,Access,Issue with Bug - ref 2371,API rate limits causing production failures during peak business hours.,Distribution list updated and tested. All reports sending correctly.,5,474,Y,Data Integration Suite
TKT-0002372,ACC-00391,REP-013,2024-07-08,2024-07-25,P2,Billing,Issue with Training - ref 2372,Machine learning model predictions diverging significantly from actuals.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,5,624,N,Security Package
TKT-0002373,ACC-00012,REP-005,2024-07-29,2024-08-05,P1,Integration,Issue with Billing - ref 2373,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,538,N,Security Package
TKT-0002374,ACC-00059,REP-001,2024-12-14,2024-12-18,P3,Integration,Issue with Bug - ref 2374,Machine learning model predictions diverging significantly from actuals.,Model retrained with updated feature set. Accuracy improved to 94%.,1,185,N,Security Package
TKT-0002375,ACC-00402,REP-004,2025-03-09,,P2,Training,Issue with Training - ref 2375,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Platform License
TKT-0002376,ACC-00367,REP-002,2025-04-13,2025-04-26,P1,Bug,Issue with Billing - ref 2376,System performance degraded significantly during end-of-month close process.,Billing team confirmed rate discrepancy. Credit issued to account.,2,398,N,Analytics Module
TKT-0002377,ACC-00199,REP-018,2024-10-28,2024-11-15,P2,Feature Request,Issue with Performance - ref 2377,Machine learning model predictions diverging significantly from actuals.,RLS policy configured correctly. Documentation updated for future reference.,3,148,N,Platform License
TKT-0002378,ACC-00023,REP-014,2024-05-04,2024-05-27,P4,Performance,Issue with Billing - ref 2378,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,4,324,N,Analytics Module
TKT-0002379,ACC-00229,REP-001,2024-06-22,2024-07-04,P4,Billing,Issue with Feature Request - ref 2379,Data pipeline failing silently. No error logs visible in monitoring console.,Billing team confirmed rate discrepancy. Credit issued to account.,2,708,Y,Data Integration Suite
TKT-0002380,ACC-00324,REP-002,2024-06-17,,P3,Billing,Issue with Integration - ref 2380,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Analytics Module
TKT-0002381,ACC-00245,REP-008,2024-11-25,2024-11-28,P3,Integration,Issue with Training - ref 2381,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,1,538,N,Data Integration Suite
TKT-0002382,ACC-00054,REP-003,2024-09-17,2024-10-05,P3,Bug,Issue with Performance - ref 2382,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,215,N,Analytics Module
TKT-0002383,ACC-00436,REP-002,2025-05-15,2025-06-05,P2,Billing,Issue with Access - ref 2383,Automated reports not sending to correct distribution list after migration.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,331,N,Platform License
TKT-0002384,ACC-00328,REP-015,2025-01-15,2025-01-17,P4,Access,Issue with Billing - ref 2384,Machine learning model predictions diverging significantly from actuals.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,597,N,Data Integration Suite
TKT-0002385,ACC-00322,REP-009,2025-02-15,,P3,Billing,Issue with Access - ref 2385,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Security Package
TKT-0002386,ACC-00415,REP-010,2025-05-14,2025-05-30,P1,Training,Issue with Feature Request - ref 2386,Need help configuring row-level security for multi-tenant environment.,RLS policy configured correctly. Documentation updated for future reference.,3,589,Y,Platform License
TKT-0002387,ACC-00314,REP-011,2024-08-09,2024-08-16,P4,Feature Request,Issue with Training - ref 2387,Automated reports not sending to correct distribution list after migration.,Model retrained with updated feature set. Accuracy improved to 94%.,2,138,Y,Data Integration Suite
TKT-0002388,ACC-00232,REP-006,2024-10-25,2024-11-10,P2,Integration,Issue with Billing - ref 2388,Cannot connect Snowflake integration. Authentication keeps timing out.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,5,375,N,Analytics Module
TKT-0002389,ACC-00290,REP-003,2024-12-29,2024-12-31,P3,Access,Issue with Performance - ref 2389,Requesting bulk user provisioning feature for enterprise onboarding.,Billing team confirmed rate discrepancy. Credit issued to account.,2,140,N,Analytics Module
TKT-0002390,ACC-00193,REP-012,2024-06-02,,P1,Access,Issue with Performance - ref 2390,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Security Package
TKT-0002391,ACC-00485,REP-015,2025-02-12,2025-02-25,P2,Performance,Issue with Performance - ref 2391,Need help configuring row-level security for multi-tenant environment.,Distribution list updated and tested. All reports sending correctly.,3,25,N,Analytics Module
TKT-0002392,ACC-00381,REP-012,2025-01-07,2025-01-11,P3,Integration,Issue with Bug - ref 2392,Automated reports not sending to correct distribution list after migration.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,354,Y,Security Package
TKT-0002393,ACC-00173,REP-001,2024-02-02,2024-02-17,P2,Feature Request,Issue with Bug - ref 2393,Machine learning model predictions diverging significantly from actuals.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,4,Y,Data Integration Suite
TKT-0002394,ACC-00404,REP-010,2025-04-01,2025-04-05,P3,Integration,Issue with Billing - ref 2394,Need help configuring row-level security for multi-tenant environment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",5,234,N,Analytics Module
TKT-0002395,ACC-00416,REP-015,2024-12-21,,P3,Bug,Issue with Integration - ref 2395,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Security Package
TKT-0002396,ACC-00124,REP-007,2024-05-27,2024-06-18,P1,Training,Issue with Feature Request - ref 2396,Need help configuring row-level security for multi-tenant environment.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",1,653,N,Analytics Module
TKT-0002397,ACC-00213,REP-013,2024-02-29,2024-03-18,P4,Billing,Issue with Bug - ref 2397,System performance degraded significantly during end-of-month close process.,RLS policy configured correctly. Documentation updated for future reference.,4,194,N,Security Package
TKT-0002398,ACC-00072,REP-011,2025-05-02,2025-05-05,P4,Feature Request,Issue with Performance - ref 2398,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,2,N,Analytics Module
TKT-0002399,ACC-00138,REP-018,2024-12-14,2025-01-06,P1,Bug,Issue with Feature Request - ref 2399,Automated reports not sending to correct distribution list after migration.,RLS policy configured correctly. Documentation updated for future reference.,5,226,N,Security Package
TKT-0002400,ACC-00317,REP-001,2024-09-06,,P1,Billing,Issue with Training - ref 2400,Automated reports not sending to correct distribution list after migration.,,,,Y,Data Integration Suite
TKT-0002401,ACC-00142,REP-013,2024-03-17,2024-04-07,P1,Performance,Issue with Performance - ref 2401,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,2,312,N,Analytics Module
TKT-0002402,ACC-00033,REP-015,2025-02-01,2025-03-01,P3,Training,Issue with Billing - ref 2402,API rate limits causing production failures during peak business hours.,RLS policy configured correctly. Documentation updated for future reference.,3,359,N,Security Package
TKT-0002403,ACC-00282,REP-013,2025-02-20,2025-02-22,P2,Billing,Issue with Training - ref 2403,Invoice amount does not match contracted rate. Please review attachment.,RLS policy configured correctly. Documentation updated for future reference.,2,113,Y,Data Integration Suite
TKT-0002404,ACC-00196,REP-011,2025-01-11,2025-02-09,P3,Access,Issue with Training - ref 2404,Invoice amount does not match contracted rate. Please review attachment.,Billing team confirmed rate discrepancy. Credit issued to account.,4,659,N,Security Package
TKT-0002405,ACC-00135,REP-003,2025-03-11,,P3,Access,Issue with Bug - ref 2405,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Data Integration Suite
TKT-0002406,ACC-00176,REP-003,2024-01-02,2024-01-08,P2,Training,Issue with Training - ref 2406,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,3,343,N,Security Package
TKT-0002407,ACC-00467,REP-018,2024-03-13,2024-03-19,P2,Access,Issue with Bug - ref 2407,Requesting bulk user provisioning feature for enterprise onboarding.,Distribution list updated and tested. All reports sending correctly.,2,547,N,Platform License
